album_id,title,total_tracks,release_date,external_url,image_url,label,popularity
42jFcn7WDz3hkdkEUUQaM7,kinda,6,2016-06-24 00:00:00,https://open.spotify.com/album/42jFcn7WDz3hkdkEUUQaM7,https://i.scdn.co/image/ab67616d0000b273c7a37e0649c5bea6f9ec3aff,Polydor Records,61
20tgAhlplT42WnAAC8Xndk,gg bb xx,12,2021-09-03 00:00:00,https://open.spotify.com/album/20tgAhlplT42WnAAC8Xndk,https://i.scdn.co/image/ab67616d0000b2732d9e8e3e016cf68d53536c64,Polydor Records,67
5c5S9cyjHKBQRm1DGU1E8J,I Quit Drinking,1,2021-06-09 00:00:00,https://open.spotify.com/album/5c5S9cyjHKBQRm1DGU1E8J,https://i.scdn.co/image/ab67616d0000b273b0be5e7275db8b7baa1ef779,Black River Entertainment,61
1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,16,2024-04-18 00:00:00,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,Taylor Swift,91
2ePFIvZKMe8zefATp9ofFA,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],1,2013-04-19 00:00:00,https://open.spotify.com/album/2ePFIvZKMe8zefATp9ofFA,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,Columbia,73
6gJ8VKn5PAFcCIVaf3B2uE,Nectar,18,2020-09-24 00:00:00,https://open.spotify.com/album/6gJ8VKn5PAFcCIVaf3B2uE,https://i.scdn.co/image/ab67616d0000b273f733e50079838090eebc3fe4,88rising Music,78
1YgekJJTEueWDaMr7BYqPk,An Evening With Silk Sonic,10,2021-11-11 00:00:00,https://open.spotify.com/album/1YgekJJTEueWDaMr7BYqPk,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,Aftermath Entertainment/Atlantic,79
3LcrYJ7ASoQo7SuBy7qGoI,Hush (Still Woozy Remix),2,2021-09-16 00:00:00,https://open.spotify.com/album/3LcrYJ7ASoQo7SuBy7qGoI,https://i.scdn.co/image/ab67616d0000b273b2abc93d337f3e9829aaf0ae,Nice Life/Atlantic,58
4leDpd36PQv8xUhZGA06q3,Head In The Clouds Forever,3,2022-04-16 00:00:00,https://open.spotify.com/album/4leDpd36PQv8xUhZGA06q3,https://i.scdn.co/image/ab67616d0000b27323f104dd8ed0331ce45752b2,88rising Music,50
62yjWIhnATHxPqGbgC9Lqr,Because the Internet,19,2013-12-10 00:00:00,https://open.spotify.com/album/62yjWIhnATHxPqGbgC9Lqr,https://i.scdn.co/image/ab67616d0000b27326d64b6150aa3d9b6b67d857,Glassnote Entertainment Group LLC,77
5EYKrEDnKhhcNxGedaRQeK,eternal sunshine,13,2024-03-08 00:00:00,https://open.spotify.com/album/5EYKrEDnKhhcNxGedaRQeK,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,Republic Records,90
7xV2TzoaVc0ycW7fwBwAml,Fine Line,12,2019-12-13 00:00:00,https://open.spotify.com/album/7xV2TzoaVc0ycW7fwBwAml,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Columbia,86
4AdZV63ycxFLF6Hcol0QnB,Starboy,18,2016-11-24 00:00:00,https://open.spotify.com/album/4AdZV63ycxFLF6Hcol0QnB,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,Universal Republic Records,85
4nchsck2JTRbfcaNuD1fzr,Kupu - Kupu,1,2024-04-18 00:00:00,https://open.spotify.com/album/4nchsck2JTRbfcaNuD1fzr,https://i.scdn.co/image/ab67616d0000b273634b1ebe700f540d72d9281c,PT. Universal Music Indonesia,70
0GObFfKRxmmY7lAeehFO51,Shouldn't Be,1,2019-05-01 00:00:00,https://open.spotify.com/album/0GObFfKRxmmY7lAeehFO51,https://i.scdn.co/image/ab67616d0000b273326e886bd27805cae163eb84,Luke Chiang,66
78UznjghWeYXMeN201KLtC,LOVERs PLAYBOOK,5,2022-08-24 00:00:00,https://open.spotify.com/album/78UznjghWeYXMeN201KLtC,https://i.scdn.co/image/ab67616d0000b273eec9dbf44607a72f9deab6ef,Arseri Music,53
4tedCRHFkPOlzi6HR54tqd,Uncle Drew (Original Motion Picture Soundtrack),16,2018-06-15 00:00:00,https://open.spotify.com/album/4tedCRHFkPOlzi6HR54tqd,https://i.scdn.co/image/ab67616d0000b273a9159d7cda72abe42135ceea,RCA Records Label,58
6Xuu2z00jxRPZei4IJ9neK,Houdini,1,2024-05-31 00:00:00,https://open.spotify.com/album/6Xuu2z00jxRPZei4IJ9neK,https://i.scdn.co/image/ab67616d0000b273810603c94c9246379604cf1a,Shady/Aftermath/Interscope Records,80
7uy0IV2P1VxmeYcssedEq0,FIXION,10,2016-01-05 00:00:00,https://open.spotify.com/album/7uy0IV2P1VxmeYcssedEq0,https://i.scdn.co/image/ab67616d0000b273580e8939a6ac9f4ff00a99a8,antwork,61
6Ah0YGqpd7Dg6zB35ojUQz,ICHIJIKIKOKU,7,2023-04-12 00:00:00,https://open.spotify.com/album/6Ah0YGqpd7Dg6zB35ojUQz,https://i.scdn.co/image/ab67616d0000b273a7cff36d69e224ca1b489fa8,ATARASHII GAKKO!,58
0e1WaSNDZnoPixaxDNdWo4,POST HUMAN: SURVIVAL HORROR,9,2020-10-30 00:00:00,https://open.spotify.com/album/0e1WaSNDZnoPixaxDNdWo4,https://i.scdn.co/image/ab67616d0000b2735149c948fde506624246a684,RCA Records Label,74
6Eepi724OOt38pTaUrZErI,BABYMETAL,15,2015-05-11 00:00:00,https://open.spotify.com/album/6Eepi724OOt38pTaUrZErI,https://i.scdn.co/image/ab67616d0000b273d01512173f11eec708e1768f,Cooking Vinyl Limited,63
5cEJ9XTxsUKterwl1nAm2I,dead,5,2015-06-02 00:00:00,https://open.spotify.com/album/5cEJ9XTxsUKterwl1nAm2I,https://i.scdn.co/image/ab67616d0000b2736ac1ad714f815e19c2372401,beartrap,66
04PEOM6kIEeq9lRp1asNP2,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-13 00:00:00,https://open.spotify.com/album/04PEOM6kIEeq9lRp1asNP2,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,Interscope Records,76
07avYbXcaYeOMphkGuxUpe,Makka,1,2023-07-01 00:00:00,https://open.spotify.com/album/07avYbXcaYeOMphkGuxUpe,https://i.scdn.co/image/ab67616d0000b27335e6ece9f3fac48c198a59b7,Futakuchi Mana,30
7KcBjQ5f47uYAmvWCbB2FX,College Park,17,2023-02-24 00:00:00,https://open.spotify.com/album/7KcBjQ5f47uYAmvWCbB2FX,https://i.scdn.co/image/ab67616d0000b2739c48f9e97a7bd97d1dd54e01,BMG Rights Management (US) LLC,59
0XLwImzaZEtqHE4NHAepDz,Confessions of a Dangerous Mind,16,2019-05-10 00:00:00,https://open.spotify.com/album/0XLwImzaZEtqHE4NHAepDz,https://i.scdn.co/image/ab67616d0000b27341c0ad3e39388ab332ffb023,Def Jam Recordings,65
4Ed5rGfPaTHEJ7mfmKiHuo,Broken People (with Logic & Rag'n'Bone Man) [From Bright: The Album],1,2017-11-29 00:00:00,https://open.spotify.com/album/4Ed5rGfPaTHEJ7mfmKiHuo,https://i.scdn.co/image/ab67616d0000b273a23be68267ae83ec1f3f0756,Atlantic Records,49
1rwMhGTCp0D6CN2XKQjyQt,Whiplash (Original Motion Picture Soundtrack),24,2014-10-07 00:00:00,https://open.spotify.com/album/1rwMhGTCp0D6CN2XKQjyQt,https://i.scdn.co/image/ab67616d0000b2736fce4a71d3973d3bbb12e8d7,Music.Film,59
2j5Ie27rxisV2j51sm2mVA,Brighter Future,13,2016-08-26 00:00:00,https://open.spotify.com/album/2j5Ie27rxisV2j51sm2mVA,https://i.scdn.co/image/ab67616d0000b27308d3350237e8848fa76f596e,Big Gigantic,51
0c5HIjobbGii7r8GeFDWbC,Juice II,1,2023-05-26 00:00:00,https://open.spotify.com/album/0c5HIjobbGii7r8GeFDWbC,https://i.scdn.co/image/ab67616d0000b273d757ab8371457a0e5fc1335c,BMG Rights Management (US) LLC,40
7Cfjw6HcbDTyYkSVmKM4gN,Slimey Individualz,10,2019-02-13 00:00:00,https://open.spotify.com/album/7Cfjw6HcbDTyYkSVmKM4gN,https://i.scdn.co/image/ab67616d0000b273d751f05bc957d248e53d215d,Bern One Ent / Mozzy Records / EMPIRE,49
1d0b8HYGGtpsvlAzLR9puz,The Saga of Wiz Khalifa,7,2020-04-20 00:00:00,https://open.spotify.com/album/1d0b8HYGGtpsvlAzLR9puz,https://i.scdn.co/image/ab67616d0000b273fb3dcedb1da63eb4be8c7433,Taylor Gang/Atlantic,53
3UTazkAlLS4ZmVbIgJentC,YS Collection Vol. 1,14,2021-06-25 00:00:00,https://open.spotify.com/album/3UTazkAlLS4ZmVbIgJentC,https://i.scdn.co/image/ab67616d0000b273496ddd69ddb33853f8ff6fb9,Def Jam Recordings,56
4EPQtdq6vvwxuYeQTrwDVY,Isolation,15,2018-04-06 00:00:00,https://open.spotify.com/album/4EPQtdq6vvwxuYeQTrwDVY,https://i.scdn.co/image/ab67616d0000b27390b4e1905b1fc48c537ec053,EMI,78
2YSlIS6gM38w7ZJNj8F3s6,Sunshine,1,2021-11-10 00:00:00,https://open.spotify.com/album/2YSlIS6gM38w7ZJNj8F3s6,https://i.scdn.co/image/ab67616d0000b2733b248f42fb53c64faf1d748e,Mosley Music/Interscope Records,65
3Ks0eeH0GWpY4AU20D5HPD,Gemini Rights,10,2022-07-15 00:00:00,https://open.spotify.com/album/3Ks0eeH0GWpY4AU20D5HPD,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,L-M Records/RCA Records,80
4Pct0jmajIPalLfYBY2ghD,My Own Lane,1,2023-05-19 00:00:00,https://open.spotify.com/album/4Pct0jmajIPalLfYBY2ghD,https://i.scdn.co/image/ab67616d0000b27314193ccc590c10f254a142d6,YOOF Music,43
392p3shh2jkxUxY2VHvlH8,channel ORANGE,17,2012-07-10 00:00:00,https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,Red Zone Entertainment / IDJ,88
0SPicFYvT6G6qByYWkT8Sc,BABYDOLL X The Perfect Girl,1,2022-11-18 00:00:00,https://open.spotify.com/album/0SPicFYvT6G6qByYWkT8Sc,https://i.scdn.co/image/ab67616d0000b2731bf33fe815c246edb79c2317,fam0uz,54
7vud0sY43VTv28MbWiglDa,we fell in love in october / October Passed Me By,3,2018-11-21 00:00:00,https://open.spotify.com/album/7vud0sY43VTv28MbWiglDa,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a,world in red,78
05jbNkYoEQdjVDHEHtg1gY,"Don't Forget About Me, Demos",8,2018-10-16 00:00:00,https://open.spotify.com/album/05jbNkYoEQdjVDHEHtg1gY,https://i.scdn.co/image/ab67616d0000b2737b1b6f41c1645af9757d5616,Columbia,80
4UfE1DstppqXIGgWOwYmfy,Faster Than You,1,2020-06-12 00:00:00,https://open.spotify.com/album/4UfE1DstppqXIGgWOwYmfy,https://i.scdn.co/image/ab67616d0000b273c0f09d2d5c12156aab6ef7d3,Virgin,17
4LH4d3cOWNNsVw41Gqt2kv,The Dark Side of the Moon,10,1973-03-01 00:00:00,https://open.spotify.com/album/4LH4d3cOWNNsVw41Gqt2kv,https://i.scdn.co/image/ab67616d0000b273ea7caaff71dea1051d49b2fe,Pink Floyd Records,76
4qY3S2Iz6VpAa2EzhWkrpo,The Greatest Mistake of My Life,12,2021-04-16 00:00:00,https://open.spotify.com/album/4qY3S2Iz6VpAa2EzhWkrpo,https://i.scdn.co/image/ab67616d0000b273541a0129b72e8cbac8fa095f,SHARPTONE,61
3xybjP7r2VsWzwvDQipdM0,Freudian,10,2017-08-25 00:00:00,https://open.spotify.com/album/3xybjP7r2VsWzwvDQipdM0,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037,Golden Child Recordings,86
493HYe7N5pleudEZRyhE7R,All I Want Is You,13,2010-11-26 00:00:00,https://open.spotify.com/album/493HYe7N5pleudEZRyhE7R,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,Jive,83
58i1O2d95vxAnDhkySrVOU,As It Was,1,2022-08-26 00:00:00,https://open.spotify.com/album/58i1O2d95vxAnDhkySrVOU,https://i.scdn.co/image/ab67616d0000b2736723672df498f9264c22d785,Bright Antenna,53
5nkUSlIhtoJZMOUlB0sNCp,From Under The Cork Tree,13,2005-05-03 00:00:00,https://open.spotify.com/album/5nkUSlIhtoJZMOUlB0sNCp,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5,Island Records,77
2ua5bFkZLZl1lIgKWtYZIz,Pink Tape,26,2023-06-30 00:00:00,https://open.spotify.com/album/2ua5bFkZLZl1lIgKWtYZIz,https://i.scdn.co/image/ab67616d0000b273a0e7694a73abed7372474d69,Generation Now/Atlantic,76
3RSJ0kbP7TxLRqH7BqX8Gl,Let's Cheers To This,11,2011-05-09 00:00:00,https://open.spotify.com/album/3RSJ0kbP7TxLRqH7BqX8Gl,https://i.scdn.co/image/ab67616d0000b273800934f8144df91dae16b6e4,Rise Records,69
6IYPmM3xsOPL2XPSvf1ZAz,Sempiternal (Expanded Edition),13,2013-04-01 00:00:00,https://open.spotify.com/album/6IYPmM3xsOPL2XPSvf1ZAz,https://i.scdn.co/image/ab67616d0000b27360cf7c8dd93815ccd6cb4830,RCA Records Label,77
2sij95QgjmgrhNv33achzn,Salad Days,11,2014-04-01 00:00:00,https://open.spotify.com/album/2sij95QgjmgrhNv33achzn,https://i.scdn.co/image/ab67616d0000b273ec6e9c13eeed14eedbd5f7c9,Captured Tracks,76
7FqHuAvmREiIwVXVpZ9ooP,That's The Spirit,11,2015-09-11 00:00:00,https://open.spotify.com/album/7FqHuAvmREiIwVXVpZ9ooP,https://i.scdn.co/image/ab67616d0000b273413697269620e16f4466f543,RCA Records Label,79
0J1hOa4yCAH6rHqWlrVjNe,Greatest Hits,12,1991-11-19 00:00:00,https://open.spotify.com/album/0J1hOa4yCAH6rHqWlrVjNe,https://i.scdn.co/image/ab67616d0000b2734397d8ed9cc4d6b2ad191d2f,Andy Gibb,43
38f0sIVlHZbIhEBlKeb0OF,CULTURE OF FUTURITY,8,2021-03-23 00:00:00,https://open.spotify.com/album/38f0sIVlHZbIhEBlKeb0OF,https://i.scdn.co/image/ab67616d0000b2735d69e55aec5d251c81018fc9,SAVAGE$TATION,36
1fpyVGMhF1vdl4XTFo1IH0,Shine,12,2008-03-28 00:00:00,https://open.spotify.com/album/1fpyVGMhF1vdl4XTFo1IH0,https://i.scdn.co/image/ab67616d0000b27398dc3e242a818007dd67b7c5,Woah Dad!,71
4T64HQK7hobpqtvq8284zI,HOT ONE (with TiaCorine & A$AP Ferg),1,2024-06-05 00:00:00,https://open.spotify.com/album/4T64HQK7hobpqtvq8284zI,https://i.scdn.co/image/ab67616d0000b273d7b213a95d81062514a98579,Loma Vista Recordings,62
6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP,18,2000-05-23 00:00:00,https://open.spotify.com/album/6t7956yu5zYf5A829XRiHC,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,Interscope,84
2GHbc54y99znaPCsyzvLjR,Fall Back / Selfish Game,2,2024-03-22 00:00:00,https://open.spotify.com/album/2GHbc54y99znaPCsyzvLjR,https://i.scdn.co/image/ab67616d0000b273e00f97607068f797b703559e,GSL,76
3C3t2bKhwEL3wdKioqWUDh,TIMELESS,21,2024-06-07 00:00:00,https://open.spotify.com/album/3C3t2bKhwEL3wdKioqWUDh,https://i.scdn.co/image/ab67616d0000b2733d1996a2dc962e53e12cb7cb,KAYTRANADA/RCA Records,73
3WFTGIO6E3Xh4paEOBY9OU,808s & Heartbreak,12,2008-11-24 00:00:00,https://open.spotify.com/album/3WFTGIO6E3Xh4paEOBY9OU,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,Roc-A-Fella,80
2Fo4LNB3FGC6D0efPS5P0R,KERAUNOS KILLER (Speed Up),1,2022-01-28 00:00:00,https://open.spotify.com/album/2Fo4LNB3FGC6D0efPS5P0R,https://i.scdn.co/image/ab67616d0000b273fa6d91787c589768d1de84f2,4WHEEL,45
7BNY7JDC9CtfXMOQARmuWP,DISPOSE,10,2018-02-16 00:00:00,https://open.spotify.com/album/7BNY7JDC9CtfXMOQARmuWP,https://i.scdn.co/image/ab67616d0000b273197f778e9f68a8ab1d7da3f8,Fearless Records,65
02vphnpG8dc38GUaeTLi1n,VISIONS,1,2023-01-05 00:00:00,https://open.spotify.com/album/02vphnpG8dc38GUaeTLi1n,https://i.scdn.co/image/ab67616d0000b2738bfb112fdab22eeb566eff4b,Riot Games,44
5NB4IfZvUysbgJ7cUIJwET,Lost Forever,1,2021-12-03 00:00:00,https://open.spotify.com/album/5NB4IfZvUysbgJ7cUIJwET,https://i.scdn.co/image/ab67616d0000b273f80fd424519cc500d6cdfe61,Valgio Music,56
4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,20,2020-01-17 00:00:00,https://open.spotify.com/album/4otkd9As6YaxxEkIjXPiZ6,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,Shady/Aftermath/Interscope Records,77
5sufLQAlJG3TnaZ1EgfqzB,HIND'S HALL,1,2024-05-10 00:00:00,https://open.spotify.com/album/5sufLQAlJG3TnaZ1EgfqzB,https://i.scdn.co/image/ab67616d0000b273c4ac6d99ccfd215f49a1b847,Bendo LLC,60
1W25XYjRQPob14CkgOYVms,The Year I Turned 21,15,2024-05-30 00:00:00,https://open.spotify.com/album/1W25XYjRQPob14CkgOYVms,https://i.scdn.co/image/ab67616d0000b273fa88b93bb6dde97f7258cdec,Mavin Global Holdings Ltd.,75
1HGhSujfTarhUGt9qlp2rc,Riptide,1,2023-10-20 00:00:00,https://open.spotify.com/album/1HGhSujfTarhUGt9qlp2rc,https://i.scdn.co/image/ab67616d0000b27369201f4ffabc37fc23eed90a,4 of clubs LLC & FRDi Entertainment,55
2EvBldlISpA6p2BaPNLEXR,BBL Drizzy,1,2024-05-03 00:00:00,https://open.spotify.com/album/2EvBldlISpA6p2BaPNLEXR,https://i.scdn.co/image/ab67616d0000b27307a16fb1694568cbd735fc72,overthxnk,48
5HqurM3VfrMc6UbtbOc4Yx,it boy,1,2024-05-24 00:00:00,https://open.spotify.com/album/5HqurM3VfrMc6UbtbOc4Yx,https://i.scdn.co/image/ab67616d0000b273560ae9d3c8e0d6ad03e7ab0d,bbno$,60
4FeRiABe9Gh9QP6D69oGcR,feel u,1,2019-11-07 00:00:00,https://open.spotify.com/album/4FeRiABe9Gh9QP6D69oGcR,https://i.scdn.co/image/ab67616d0000b2733828efa6c7c96a4d101a79b4,okayceci / Opposition,42
6W0ys53pEDkduxbzQh34ab,violet,1,2022-10-21 00:00:00,https://open.spotify.com/album/6W0ys53pEDkduxbzQh34ab,https://i.scdn.co/image/ab67616d0000b27317a8998310e5f7f5ad992ea5,violet,44
5n7GrqzEmcmhhuXmJhHBbD,The King's Affirmation,1,2022-04-29 00:00:00,https://open.spotify.com/album/5n7GrqzEmcmhhuXmJhHBbD,https://i.scdn.co/image/ab67616d0000b273f04ad7722a049f82d59f2c3e,Columbia,59
2Qq4N5lYtsZspF2QFLKcbY,Boy Meets World,18,2023-09-15 00:00:00,https://open.spotify.com/album/2Qq4N5lYtsZspF2QFLKcbY,https://i.scdn.co/image/ab67616d0000b273b61bab0113fd666ceab61615,Winners Circle/RCA Records,72
1IhJclrz77F5stIY0oMh7i,The End of the World,10,2022-11-04 00:00:00,https://open.spotify.com/album/1IhJclrz77F5stIY0oMh7i,https://i.scdn.co/image/ab67616d0000b273521e74d64817f2cca9d7fb6d,Level III Records,39
6KJC9bOrujeyd57G1ny2fO,The Unsure Mixtape,11,2023-12-15 00:00:00,https://open.spotify.com/album/6KJC9bOrujeyd57G1ny2fO,https://i.scdn.co/image/ab67616d0000b273de12855dd196376c9ea002b8,Rock Cottage Studio LLC,57
4UNZOq7e8WjnfaYm2rkltE,- TRAGEDY +,12,2020-03-06 00:00:00,https://open.spotify.com/album/4UNZOq7e8WjnfaYm2rkltE,https://i.scdn.co/image/ab67616d0000b2730566601aa12281a78204ffa7,P2020,66
0Zb9BWon9b81qDEWNR5gci,Jaime (Reimagined),13,2021-07-23 00:00:00,https://open.spotify.com/album/0Zb9BWon9b81qDEWNR5gci,https://i.scdn.co/image/ab67616d0000b273a2dd0b620a9a4b5294a1d806,Promised Land Recordings,42
6VZ6icUuxAtSKVxPWlQvug,"Soweto (with Don Toliver, Rema and Tempoe)",1,2023-03-22 00:00:00,https://open.spotify.com/album/6VZ6icUuxAtSKVxPWlQvug,https://i.scdn.co/image/ab67616d0000b273445b51a80b7faf001a554632,Encore Recordings,67
5V729UqvhwNOcMejx0m55I,NewJeans 'Super Shy',2,2023-07-07 00:00:00,https://open.spotify.com/album/5V729UqvhwNOcMejx0m55I,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af,ADOR,77
6uKszxLf5ORoueCj5GA0ug,Princess Bubblegum,1,2018-07-30 00:00:00,https://open.spotify.com/album/6uKszxLf5ORoueCj5GA0ug,https://i.scdn.co/image/ab67616d0000b273754b87ca35860d2838cdeace,RBC Records,62
3fCTiizAiiH3S9cBn5Gad6,hurry up mixtape,4,2021-08-01 00:00:00,https://open.spotify.com/album/3fCTiizAiiH3S9cBn5Gad6,https://i.scdn.co/image/ab67616d0000b2731b278d8f47d499341d552719,AVR,63
0z0z4DcXhHiobX5ZKAw8Qn,STOKELEY,13,2018-11-30 00:00:00,https://open.spotify.com/album/0z0z4DcXhHiobX5ZKAw8Qn,https://i.scdn.co/image/ab67616d0000b273e62c8561e3b1bd9ad952ce01,Republic Records,74
2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,15,2020-02-06 00:00:00,https://open.spotify.com/album/2a1AHCq835BXUcX1aTTWqQ,https://i.scdn.co/image/ab67616d0000b2730824105a6282782aaabb0584,Mogul Vision/Interscope Records,66
01qVg4PWWaeremZOHDVRS1,Comfort Chain,1,2017-01-20 00:00:00,https://open.spotify.com/album/01qVg4PWWaeremZOHDVRS1,https://i.scdn.co/image/ab67616d0000b2734a41ed550aa0d6566e43b3f2,Instupendo,63
2Ebc4HsLcB4fXrTA5oNE5G,People (Remixes),4,2023-03-31 00:00:00,https://open.spotify.com/album/2Ebc4HsLcB4fXrTA5oNE5G,https://i.scdn.co/image/ab67616d0000b2731a3760dd592be4d8062e2435,5K Records Limited,65
0EiI8ylL0FmWWpgHVTsZjZ,The Rise and Fall of a Midwest Princess,14,2023-09-22 00:00:00,https://open.spotify.com/album/0EiI8ylL0FmWWpgHVTsZjZ,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6,Chappell Roan PS/ Island,96
33QDA3HhsTPmeCwR5Mk9gx,I Think I Left the Stove On,1,2022-07-14 00:00:00,https://open.spotify.com/album/33QDA3HhsTPmeCwR5Mk9gx,https://i.scdn.co/image/ab67616d0000b273934e5b0ab5e1f73519e6b1d2,"Hotel Ugly, under exclusive license to Amuseio AB",63
0e4dBWmBHPevyfC9Zle4mv,Lotus Glow,14,2023-03-03 00:00:00,https://open.spotify.com/album/0e4dBWmBHPevyfC9Zle4mv,https://i.scdn.co/image/ab67616d0000b273aadecbe6414e30c56fa8efab,Unity Records,68
1dpef92yGV81tOPHCzFWeU,Last Call For Coco,6,2021-11-05 00:00:00,https://open.spotify.com/album/1dpef92yGV81tOPHCzFWeU,https://i.scdn.co/image/ab67616d0000b2735d38212476c2a545ada5d54a,BRIJ ENT,63
2gys1pKIbiL523OHH6H59P,Ugly Duck,10,2023-03-24 00:00:00,https://open.spotify.com/album/2gys1pKIbiL523OHH6H59P,https://i.scdn.co/image/ab67616d0000b2737fb628fda119ba96280f883c,Hotel Ugly under exclusive license to Amuseio AB,68
4fhfwiNZaMuMrVst1cY7d4,Luna,12,2023-08-18 00:00:00,https://open.spotify.com/album/4fhfwiNZaMuMrVst1cY7d4,https://i.scdn.co/image/ab67616d0000b27357cd17974d5291030e251791,49 Digits LLC,62
272gU5dXR1tdNe92e7h803,Coffee Breath,1,2017-03-08 00:00:00,https://open.spotify.com/album/272gU5dXR1tdNe92e7h803,https://i.scdn.co/image/ab67616d0000b273b2d8dda987f48d61021ebb5d,Sofia Mills,56
46xdC4Qcvscfs3Ai2RIHcv,The Search,20,2019-07-26 00:00:00,https://open.spotify.com/album/46xdC4Qcvscfs3Ai2RIHcv,https://i.scdn.co/image/ab67616d0000b273942a0c9ac8f1def7c8805044,NF Real Music,77
2usyeZYdUHKlNHKDKgAYSo,Phobia (Clean Version),13,2006-01-01 00:00:00,https://open.spotify.com/album/2usyeZYdUHKlNHKDKgAYSo,https://i.scdn.co/image/ab67616d0000b2735aa75a47afe2804e280bd149,Hollywood Records,71
4syhGzikXsrKqlOUA9s9ld,CONCRETE JUNGLE [THE OST],26,2024-05-31 00:00:00,https://open.spotify.com/album/4syhGzikXsrKqlOUA9s9ld,https://i.scdn.co/image/ab67616d0000b2735e880f3245d99ba61c456012,Sumerian Records,66
1k7OXnGQPV4zF3seDwRroD,POST HUMAN: NeX GEn,16,2024-05-24 00:00:00,https://open.spotify.com/album/1k7OXnGQPV4zF3seDwRroD,https://i.scdn.co/image/ab67616d0000b273df51a3d66223e5b01813e0c4,RCA Records Label,80
5I01RpDS7Thw5zEABRTgxL,Of Mice & Men,10,2010-02-23 00:00:00,https://open.spotify.com/album/5I01RpDS7Thw5zEABRTgxL,https://i.scdn.co/image/ab67616d0000b2734d9779d9ab3ddf6877bca573,Rise Records,59
17cbasTWOvRFtMoHb7aiHm,Hard Reset,13,2023-08-25 00:00:00,https://open.spotify.com/album/17cbasTWOvRFtMoHb7aiHm,https://i.scdn.co/image/ab67616d0000b273dcf29eda90b0d3395bb3d6d0,Thriller Records,53
6YJYFQ1Zz9I49YQknK4wIn,The End Is Where We Begin,15,2012-04-17 00:00:00,https://open.spotify.com/album/6YJYFQ1Zz9I49YQknK4wIn,https://i.scdn.co/image/ab67616d0000b2731a2e4290b83a4c810d019fcd,Endurance Music Group / The Fuel Music,73
2M0NVS1dhyis57BJp7REZt,No More Lies,1,2023-04-25 00:00:00,https://open.spotify.com/album/2M0NVS1dhyis57BJp7REZt,https://i.scdn.co/image/ab67616d0000b273882c536d8dcfb086bcf9733b,Brainfeeder,56
6EOyWmHnLJptnyjB8xrYT5,Happier Than Ever,1,2021-11-09 00:00:00,https://open.spotify.com/album/6EOyWmHnLJptnyjB8xrYT5,https://i.scdn.co/image/ab67616d0000b273698c11528e14ba96af68f973,ASTN,57
6GjwtEZcfenmOf6l18N7T7,Kid A,11,2000-10-02 00:00:00,https://open.spotify.com/album/6GjwtEZcfenmOf6l18N7T7,https://i.scdn.co/image/ab67616d0000b2736c7112082b63beefffe40151,XL Recordings,71
1zHR48K6XtWYm6bhrw4J6C,TAKE TIME,8,2020-03-27 00:00:00,https://open.spotify.com/album/1zHR48K6XtWYm6bhrw4J6C,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,Epic/Not So Fast,77
59P1jE5PoltfBZCYcyvbOm,Lonerism B-Sides & Remixes,5,2013-03-01 00:00:00,https://open.spotify.com/album/59P1jE5PoltfBZCYcyvbOm,https://i.scdn.co/image/ab67616d0000b2735efbb161bf5b66c862a6f5ae,Universal Music Australia Pty. Ltd.,48
