album_id,title,total_tracks,release_date,external_url,image_url,label,popularity
1bPxMZGxchRlhmtuAwfn81,BUNKER/PREROLL,1,2022-02-25 00:00:00,https://open.spotify.com/album/1bPxMZGxchRlhmtuAwfn81,https://i.scdn.co/image/ab67616d0000b27367d8132be6d64ca19ade4d4f,mynameisntjmack,60
4VsRC2WqckvyyMSKu4ulYu,In Limbo,1,2024-04-02 00:00:00,https://open.spotify.com/album/4VsRC2WqckvyyMSKu4ulYu,https://i.scdn.co/image/ab67616d0000b2735e07898e517b5b7d19c42aa4,Karma Chief Records,49
5y6RXjI5VPR0RyInghTbf1,Pedro,1,2024-03-29 00:00:00,https://open.spotify.com/album/5y6RXjI5VPR0RyInghTbf1,https://i.scdn.co/image/ab67616d0000b273df8680015ddf76e5c444849f,Columbia/B1 Recordings/Ultra Records,78
3mH6qwIy9crq0I9YQbOuDf,Blonde,17,2016-08-20 00:00:00,https://open.spotify.com/album/3mH6qwIy9crq0I9YQbOuDf,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,Boys Don't Cry,91
4axgysRjIB7ToC0DA7uxXC,Free Wired,10,2010-01-01 00:00:00,https://open.spotify.com/album/4axgysRjIB7ToC0DA7uxXC,https://i.scdn.co/image/ab67616d0000b273fc7cbacf9d506c92aa7d7720,Interscope,68
5r36AJ6VOJtp00oxSkBZ5h,Harry's House,13,2022-05-20 00:00:00,https://open.spotify.com/album/5r36AJ6VOJtp00oxSkBZ5h,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Columbia,88
3DRdTebuRYHafp1XJKJ0g2,Locals 2,6,2017-06-12 00:00:00,https://open.spotify.com/album/3DRdTebuRYHafp1XJKJ0g2,https://i.scdn.co/image/ab67616d0000b2732288503d141c804a97102152,WILLIS,63
0h2knr6qpiAq0tV5ri5JMF,The Days / Nights,4,2014-01-01 00:00:00,https://open.spotify.com/album/0h2knr6qpiAq0tV5ri5JMF,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,Universal Music AB,78
4sgYpkIASM1jVlNC8Wp9oF,Paramore,17,2013-04-05 00:00:00,https://open.spotify.com/album/4sgYpkIASM1jVlNC8Wp9oF,https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35,Fueled By Ramen,77
0bUTHlWbkSQysoM3VsWldT,Demon Days,15,2005-05-23 00:00:00,https://open.spotify.com/album/0bUTHlWbkSQysoM3VsWldT,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,Parlophone UK,82
6bOjJS1O7cNU6eKgbeYRyh,bando (sped up + reverb),1,2017-03-21 00:00:00,https://open.spotify.com/album/6bOjJS1O7cNU6eKgbeYRyh,https://i.scdn.co/image/ab67616d0000b27382b1ffa2ac97cde23863bdc4,bbygirl,61
1gEqeCXpxOEspiXdjHTkA0,2 DOGS 1 LEASH,1,2022-07-29 00:00:00,https://open.spotify.com/album/1gEqeCXpxOEspiXdjHTkA0,https://i.scdn.co/image/ab67616d0000b27348ec1abbaaf06f1a41654516,10K Projects,44
1WfIjwnJ0aHiWCSkeSSeuV,Euphories,13,2021-01-29 00:00:00,https://open.spotify.com/album/1WfIjwnJ0aHiWCSkeSSeuV,https://i.scdn.co/image/ab67616d0000b2737fbf93cea6780bfa0399a62c,Petit Lion Productions,71
6pKCyXWoV7zhgDczCO0H6S,Asleep Among Endives,1,2021-02-03 00:00:00,https://open.spotify.com/album/6pKCyXWoV7zhgDczCO0H6S,https://i.scdn.co/image/ab67616d0000b27398b1c6c0d05f8841f08a9eca,hermine,59
4x4cJQTfcoGXnUe172YaPl,Plage Coquillage (First Kiss Song),1,2024-02-09 00:00:00,https://open.spotify.com/album/4x4cJQTfcoGXnUe172YaPl,https://i.scdn.co/image/ab67616d0000b273fe99851b81fce8baf341c949,Abracaska,53
0brMHlMYz5t58uT1Q4bkdF,Harmony House,11,2021-05-21 00:00:00,https://open.spotify.com/album/0brMHlMYz5t58uT1Q4bkdF,https://i.scdn.co/image/ab67616d0000b273c11e7435b9e010cc43136be1,Very Nice Records,61
2BbQV71MEMZ0nTTgOJl3wD,Get A Good Look,13,2022-02-11 00:00:00,https://open.spotify.com/album/2BbQV71MEMZ0nTTgOJl3wD,https://i.scdn.co/image/ab67616d0000b2734be2007338f02c24b70a96d0,Naked Records,55
1VGVJdmvOSRK2w9RKXk18A,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",9,2020-12-18 00:00:00,https://open.spotify.com/album/1VGVJdmvOSRK2w9RKXk18A,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,Lakeshore Records,71
0HU5d3vBATcgXEw5IR2eZ3,Lucky Girl,1,2023-02-07 00:00:00,https://open.spotify.com/album/0HU5d3vBATcgXEw5IR2eZ3,https://i.scdn.co/image/ab67616d0000b2736cbdaec98bd799bdc4d2022a,cartunes 2023,49
1mgYvDEkZoWqoNjnMU6QhI,One More Shot (One Take Version),2,2023-03-03 00:00:00,https://open.spotify.com/album/1mgYvDEkZoWqoNjnMU6QhI,https://i.scdn.co/image/ab67616d0000b273ec184797373f8d726ea63f8c,Warner Records,57
7w19PFbxAjwZ7UVNp9z0uT,18 Months,15,2012-10-29 00:00:00,https://open.spotify.com/album/7w19PFbxAjwZ7UVNp9z0uT,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,Columbia,82
6gnNCtxxhwKTYGIDVqeMUd,Bismillah,10,2019-06-07 00:00:00,https://open.spotify.com/album/6gnNCtxxhwKTYGIDVqeMUd,https://i.scdn.co/image/ab67616d0000b27319497200ef054bccfab27d0c,Panache,58
3yHXNwosEPuYYi5ZD6MbxA,She’s A 10 But…,1,2022-11-10 00:00:00,https://open.spotify.com/album/3yHXNwosEPuYYi5ZD6MbxA,https://i.scdn.co/image/ab67616d0000b273dac5f3a1545f4cdf8a94d7a3,No Requests,54
0SW0LplxFID1otCk4bhhHI,Ehhthang Ehhthang,12,2024-04-05 00:00:00,https://open.spotify.com/album/0SW0LplxFID1otCk4bhhHI,https://i.scdn.co/image/ab67616d0000b273bd9951bb4c9813bc540bde1d,CMG/Interscope Records,76
6MIBfXSkuo1F9fiNVCBsZH,Was It Something I Said,1,2019-07-26 00:00:00,https://open.spotify.com/album/6MIBfXSkuo1F9fiNVCBsZH,https://i.scdn.co/image/ab67616d0000b273c8ea65dc350c890d880f8452,Warner Records,47
1a7behQFUiQ9iHjSJxiZXE,That's Life (feat. Mac Miller & Sia),1,2019-06-20 00:00:00,https://open.spotify.com/album/1a7behQFUiQ9iHjSJxiZXE,https://i.scdn.co/image/ab67616d0000b273353c3e83eafd0cf06847af52,1801 Records/Warner Records,53
6KLSjdqyjISLUhW8bx0Bqi,ecstacy (slowed),1,2023-06-06 00:00:00,https://open.spotify.com/album/6KLSjdqyjISLUhW8bx0Bqi,https://i.scdn.co/image/ab67616d0000b273cddfe70492c57a78e4d86b1c,AVR,71
1E3Dc94QXnqiQcGVgij0iW,Skin,1,2018-04-19 00:00:00,https://open.spotify.com/album/1E3Dc94QXnqiQcGVgij0iW,https://i.scdn.co/image/ab67616d0000b27324a1563d4e61f31efec9be17,"Dark Green, Dark Green",53
0uj4fkv8FHhc7sZyxMnAAw,GOOD LOYAL THOTS,1,2023-03-15 00:00:00,https://open.spotify.com/album/0uj4fkv8FHhc7sZyxMnAAw,https://i.scdn.co/image/ab67616d0000b273e62077fe3874cbc3a15d67d5,APG Inc. - Odetari,69
0qG0Ij0WCn6JgWREX8eAaK,1st (Special Edition),18,2016-02-19 00:00:00,https://open.spotify.com/album/0qG0Ij0WCn6JgWREX8eAaK,https://i.scdn.co/image/ab67616d0000b273f2efc87da4a2ede08c0c2322,WM Indonesia,54
1IPYys1RVRrH1tVKqh4wON,Bang A Gong (Get It On),4,2010-07-01 00:00:00,https://open.spotify.com/album/1IPYys1RVRrH1tVKqh4wON,https://i.scdn.co/image/ab67616d0000b273cbb96d1fa5958fedb2690dec,Cleopatra Records,38
3wNkf6SHSN19bVxWCNC3Lu,age tape 0,10,2022-11-04 00:00:00,https://open.spotify.com/album/3wNkf6SHSN19bVxWCNC3Lu,https://i.scdn.co/image/ab67616d0000b273151cf14971a06c0b244eb5e2,vnclm_ / Atlantic,57
6ofJrAZaaX0iWTXYXObUxE,Thee Sacred Souls,12,2022-08-26 00:00:00,https://open.spotify.com/album/6ofJrAZaaX0iWTXYXObUxE,https://i.scdn.co/image/ab67616d0000b2734bc05e5b1e506a6acea17148,Penrose / Daptone Records,74
7Kt404MeesjKF910O5fTop,Paro,1,2021-05-21 00:00:00,https://open.spotify.com/album/7Kt404MeesjKF910O5fTop,https://i.scdn.co/image/ab67616d0000b273f0a6249ccbc3b0722efbdc6b,Miel Noir,54
7mUYDBqNiddmKxuKrnBEKQ,Show Me How,1,2018-02-28 00:00:00,https://open.spotify.com/album/7mUYDBqNiddmKxuKrnBEKQ,https://i.scdn.co/image/ab67616d0000b273deeb617204bc14f4ee87b057,Indie,73
4pBJRxtR5TQe8hfsUgZ1r2,What You Won't Do for Love,9,1978-01-01 00:00:00,https://open.spotify.com/album/4pBJRxtR5TQe8hfsUgZ1r2,https://i.scdn.co/image/ab67616d0000b2730f98789111606f77a27d6f67,Big Deal Records,67
2PXgQvDa1D8SHIzko5a1pP,Best Friends,1,2017-04-12 00:00:00,https://open.spotify.com/album/2PXgQvDa1D8SHIzko5a1pP,https://i.scdn.co/image/ab67616d0000b273654640e5864f00d8bf6962da,Latium Records/RCA Records/Sony Music,44
2ih65NyzXsPwEsI1sMdyIy,Blood // Water,1,2018-05-04 00:00:00,https://open.spotify.com/album/2ih65NyzXsPwEsI1sMdyIy,https://i.scdn.co/image/ab67616d0000b27397d11a89e5fd70347099f7c9,Atlantic Records,64
3Q25UtV9pHu7onNcKwmmZ3,i'm yours,2,2022-10-28 00:00:00,https://open.spotify.com/album/3Q25UtV9pHu7onNcKwmmZ3,https://i.scdn.co/image/ab67616d0000b2737f73e6587c8ced7cad6e1e02,Slumbo Labs/RCA Records,77
3myPwaMYjdwhtq0nFgeG6W,Songs From The Big Chair (Super Deluxe Edition),59,1985-02-25 00:00:00,https://open.spotify.com/album/3myPwaMYjdwhtq0nFgeG6W,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,UMC (Universal Music Catalogue),79
3p7m1Pmg6n3BlpL9Py7IUA,THE DEATH OF PEACE OF MIND,15,2022-02-25 00:00:00,https://open.spotify.com/album/3p7m1Pmg6n3BlpL9Py7IUA,https://i.scdn.co/image/ab67616d0000b273e5f6f7ec99735d7b870f18ae,Sumerian Records,79
79ONNoS4M9tfIA1mYLBYVX,Mr. Morale & The Big Steppers,19,2022-05-13 00:00:00,https://open.spotify.com/album/79ONNoS4M9tfIA1mYLBYVX,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,84
4PrPbmm0gKvaD3rerOXFg8,The Documentary,18,2005-01-01 00:00:00,https://open.spotify.com/album/4PrPbmm0gKvaD3rerOXFg8,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d,Geffen,76
71HM1CMYWeZzws8pyiEn46,The Predator,16,1992-11-17 00:00:00,https://open.spotify.com/album/71HM1CMYWeZzws8pyiEn46,https://i.scdn.co/image/ab67616d0000b273994c319841a923465d62e271,Priority Records,73
4rJDCELWL0fjdmN9Gn4f4g,The Forever Story (Extended Version),16,2022-10-31 00:00:00,https://open.spotify.com/album/4rJDCELWL0fjdmN9Gn4f4g,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092,Dreamville/Interscope,77
7GjVWG39IOj4viyWplJV4H,Little Dark Age,10,2018-02-09 00:00:00,https://open.spotify.com/album/7GjVWG39IOj4viyWplJV4H,https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d,Columbia,72
2dIGnmEIy1WZIcZCFSj6i8,Plastic Beach,16,2010-03-03 00:00:00,https://open.spotify.com/album/2dIGnmEIy1WZIcZCFSj6i8,https://i.scdn.co/image/ab67616d0000b273661d019f34569f79eae9e985,Parlophone UK,79
0Oq3mWfexhsjUh0aNNBB5u,"good kid, m.A.A.d city",14,2012-01-01 00:00:00,https://open.spotify.com/album/0Oq3mWfexhsjUh0aNNBB5u,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,Aftermath,77
5L5evi5tJPh8WaEFAQp7Tp,The Highlights,18,2021-02-05 00:00:00,https://open.spotify.com/album/5L5evi5tJPh8WaEFAQp7Tp,https://i.scdn.co/image/ab67616d0000b27312a76d1b13ef07188f7dfbc9,Universal Republic Records,75
0WMr3ulx5Mzi1B3C8LsHVA,Bobby Tarantino,11,2016-07-01 00:00:00,https://open.spotify.com/album/0WMr3ulx5Mzi1B3C8LsHVA,https://i.scdn.co/image/ab67616d0000b273b497e0b2e0c08b470ee70648,Def Jam Recordings,58
